Domain, Country,Element,Item,Year,Unit,Value
Crops,Andhra Pradesh,Yield,Hops,2002,hg/ha,6667
Crops,Andhra Pradesh,Yield,Hops,2003,hg/ha,6731
Crops,Andhra Pradesh,Yield,Hops,2004,hg/ha,6667
Crops,Andhra Pradesh,Yield,Hops,2005,hg/ha,6667
Crops,Andhra Pradesh,Yield,Hops,2006,hg/ha,6667
Crops,Andhra Pradesh,Yield,Hops,2007,hg/ha,6853
Crops,Andhra Pradesh,Yield,Hops,2008,hg/ha,6907
Crops,Andhra Pradesh,Yield,Hops,2009,hg/ha,6818
Crops,Andhra Pradesh,Yield,Hops,2010,hg/ha,7381
Crops,Andhra Pradesh,Yield,Hops,2011,hg/ha,7273
Crops,Andhra Pradesh,Yield,Hops,2012,hg/ha,7500
Crops,Andhra Pradesh,Yield,Hops,2013,hg/ha,7727
Crops,Andhra Pradesh,Yield,Hops,2014,hg/ha,7535
Crops,Andhra Pradesh,Yield,Hops,2015,hg/ha,7490
Crops,Andhra Pradesh,Yield,Hops,2016,hg/ha,7558
Crops,Andhra Pradesh,Yield,Hops,2017,hg/ha,7614
Crops,Andhra Pradesh,Yield,Hops,2018,hg/ha,7670
Crops,Andhra Pradesh,Yield,Hops,2019,hg/ha,7729
Crops,Andhra Pradesh,Yield,Maize,1961,hg/ha,9541
Crops,Andhra Pradesh,Yield,Maize,1962,hg/ha,9079
Crops,Andhra Pradesh,Yield,Maize,1963,hg/ha,11924
Crops,Andhra Pradesh,Yield,Maize,1964,hg/ha,11634
Crops,Andhra Pradesh,Yield,Maize,1965,hg/ha,10509
Crops,Andhra Pradesh,Yield,Maize,1966,hg/ha,15051
Crops,Andhra Pradesh,Yield,Maize,1967,hg/ha,17241
Crops,Andhra Pradesh,Yield,Maize,1968,hg/ha,18782
Crops,Andhra Pradesh,Yield,Maize,1969,hg/ha,19485
Crops,Andhra Pradesh,Yield,Maize,1970,hg/ha,20718
Crops,Andhra Pradesh,Yield,Maize,1971,hg/ha,19443
Crops,Andhra Pradesh,Yield,Maize,1972,hg/ha,19667
Crops,Andhra Pradesh,Yield,Maize,1973,hg/ha,20000
Crops,Andhra Pradesh,Yield,Maize,1974,hg/ha,21981
Crops,Andhra Pradesh,Yield,Maize,1975,hg/ha,27000
Crops,Andhra Pradesh,Yield,Maize,1976,hg/ha,31111
Crops,Andhra Pradesh,Yield,Maize,1977,hg/ha,37647
Crops,Andhra Pradesh,Yield,Maize,1978,hg/ha,39535
Crops,Andhra Pradesh,Yield,Maize,1979,hg/ha,37500
Crops,Andhra Pradesh,Yield,Maize,1980,hg/ha,26504
Crops,Andhra Pradesh,Yield,Maize,1981,hg/ha,31585
Crops,Andhra Pradesh,Yield,Maize,1982,hg/ha,37252
Crops,Andhra Pradesh,Yield,Maize,1983,hg/ha,42263
Crops,Andhra Pradesh,Yield,Maize,1984,hg/ha,37209
Crops,Andhra Pradesh,Yield,Maize,1985,hg/ha,35128
Crops,Andhra Pradesh,Yield,Maize,1986,hg/ha,45065
Crops,Andhra Pradesh,Yield,Maize,1987,hg/ha,38148
Crops,Andhra Pradesh,Yield,Maize,1988,hg/ha,32871
Crops,Andhra Pradesh,Yield,Maize,1989,hg/ha,47969
Crops,Andhra Pradesh,Yield,Maize,1990,hg/ha,36613
Crops,Andhra Pradesh,Yield,Maize,1991,hg/ha,29068
Crops,Andhra Pradesh,Yield,Maize,1992,hg/ha,24876
Crops,Andhra Pradesh,Yield,Maize,1993,hg/ha,24185
Crops,Andhra Pradesh,Yield,Maize,1994,hg/ha,25848
Crops,Andhra Pradesh,Yield,Maize,1995,hg/ha,31300
Crops,Andhra Pradesh,Yield,Maize,1996,hg/ha,32604
Crops,Andhra Pradesh,Yield,Maize,1997,hg/ha,31862
Crops,Andhra Pradesh,Yield,Maize,1998,hg/ha,33416
Crops,Andhra Pradesh,Yield,Maize,1999,hg/ha,37455
Crops,Andhra Pradesh,Yield,Maize,2000,hg/ha,38811
Crops,Andhra Pradesh,Yield,Maize,2001,hg/ha,38135
Crops,Andhra Pradesh,Yield,Maize,2002,hg/ha,39460
Crops,Andhra Pradesh,Yield,Maize,2003,hg/ha,42805
Crops,Andhra Pradesh,Yield,Maize,2004,hg/ha,46197
Crops,Andhra Pradesh,Yield,Maize,2005,hg/ha,45442
Crops,Andhra Pradesh,Yield,Maize,2006,hg/ha,50111
Crops,Andhra Pradesh,Yield,Maize,2007,hg/ha,46732
Crops,Andhra Pradesh,Yield,Maize,2008,hg/ha,50000
Crops,Andhra Pradesh,Yield,Maize,2009,hg/ha,55693
Crops,Andhra Pradesh,Yield,Maize,2010,hg/ha,66790
Crops,Andhra Pradesh,Yield,Maize,2011,hg/ha,59869
Crops,Andhra Pradesh,Yield,Maize,2012,hg/ha,67290
Crops,Andhra Pradesh,Yield,Maize,2013,hg/ha,69533
Crops,Andhra Pradesh,Yield,Maize,2014,hg/ha,69091
Crops,Andhra Pradesh,Yield,Maize,2015,hg/ha,69597
Crops,Andhra Pradesh,Yield,Maize,2016,hg/ha,64877
Crops,Andhra Pradesh,Yield,Maize,2017,hg/ha,65632
Crops,Andhra Pradesh,Yield,Maize,2018,hg/ha,72273
Crops,Andhra Pradesh,Yield,Maize,2019,hg/ha,70529
Crops,Andhra Pradesh,Yield,Oats,1961,hg/ha,6045
Crops,Andhra Pradesh,Yield,Oats,1962,hg/ha,7735
Crops,Andhra Pradesh,Yield,Oats,1963,hg/ha,5467
Crops,Andhra Pradesh,Yield,Oats,1964,hg/ha,6878
Crops,Andhra Pradesh,Yield,Oats,1965,hg/ha,6880
Crops,Andhra Pradesh,Yield,Oats,1966,hg/ha,9500
Crops,Andhra Pradesh,Yield,Oats,1967,hg/ha,10054
Crops,Andhra Pradesh,Yield,Oats,1968,hg/ha,10000
Crops,Andhra Pradesh,Yield,Oats,1969,hg/ha,10263
Crops,Andhra Pradesh,Yield,Oats,1970,hg/ha,10263
Crops,Andhra Pradesh,Yield,Oats,1971,hg/ha,10500
Crops,Andhra Pradesh,Yield,Oats,1972,hg/ha,9500
Crops,Andhra Pradesh,Yield,Oats,1973,hg/ha,10628
Crops,Andhra Pradesh,Yield,Oats,1974,hg/ha,12207
Crops,Andhra Pradesh,Yield,Oats,1975,hg/ha,12676
Crops,Andhra Pradesh,Yield,Oats,1976,hg/ha,12857
Crops,Andhra Pradesh,Yield,Oats,1977,hg/ha,13333
Crops,Andhra Pradesh,Yield,Oats,1978,hg/ha,14000
Crops,Andhra Pradesh,Yield,Oats,1979,hg/ha,14000
Crops,Andhra Pradesh,Yield,Oats,1980,hg/ha,15000
Crops,Andhra Pradesh,Yield,Oats,1981,hg/ha,15000
Crops,Andhra Pradesh,Yield,Oats,1982,hg/ha,15000
Crops,Andhra Pradesh,Yield,Oats,1983,hg/ha,15000
Crops,Andhra Pradesh,Yield,Oats,1984,hg/ha,15000
Crops,Andhra Pradesh,Yield,Oats,1985,hg/ha,15000
Crops,Andhra Pradesh,Yield,Oats,1986,hg/ha,15000
Crops,Andhra Pradesh,Yield,Oats,1987,hg/ha,15000
Crops,Andhra Pradesh,Yield,Oats,1988,hg/ha,15000
Crops,Andhra Pradesh,Yield,Oats,1989,hg/ha,10000
Crops,Andhra Pradesh,Yield,Oats,1990,hg/ha,7500
Crops,Andhra Pradesh,Yield,Oats,1991,hg/ha,7500
Crops,Andhra Pradesh,Yield,Oats,1992,hg/ha,9404
Crops,Andhra Pradesh,Yield,Oats,1993,hg/ha,12252
Crops,Andhra Pradesh,Yield,Oats,1994,hg/ha,17354
Crops,Andhra Pradesh,Yield,Oats,1995,hg/ha,12090
Crops,Andhra Pradesh,Yield,Oats,1996,hg/ha,12089
Crops,Andhra Pradesh,Yield,Oats,1997,hg/ha,11713
Crops,Andhra Pradesh,Yield,Oats,1998,hg/ha,15962
Crops,Andhra Pradesh,Yield,Oats,1999,hg/ha,13200
Crops,Andhra Pradesh,Yield,Oats,2000,hg/ha,14673
Crops,Andhra Pradesh,Yield,Oats,2001,hg/ha,14299
Crops,Andhra Pradesh,Yield,Oats,2002,hg/ha,16555
Crops,Andhra Pradesh,Yield,Oats,2003,hg/ha,14803
Crops,Andhra Pradesh,Yield,Oats,2004,hg/ha,18189
Crops,Andhra Pradesh,Yield,Oats,2005,hg/ha,17381
Crops,Andhra Pradesh,Yield,Oats,2006,hg/ha,16897
Crops,Andhra Pradesh,Yield,Oats,2007,hg/ha,16212
Crops,Andhra Pradesh,Yield,Oats,2008,hg/ha,15683
Crops,Andhra Pradesh,Yield,Oats,2009,hg/ha,19231
Crops,Andhra Pradesh,Yield,Oats,2010,hg/ha,19500
Crops,Andhra Pradesh,Yield,Oats,2011,hg/ha,23107
Crops,Andhra Pradesh,Yield,Oats,2012,hg/ha,21600
Crops,Andhra Pradesh,Yield,Oats,2013,hg/ha,19853
Crops,Andhra Pradesh,Yield,Oats,2014,hg/ha,21317
Crops,Andhra Pradesh,Yield,Oats,2015,hg/ha,20548
Crops,Andhra Pradesh,Yield,Oats,2016,hg/ha,21718
Crops,Andhra Pradesh,Yield,Oats,2017,hg/ha,22136
Crops,Andhra Pradesh,Yield,Oats,2018,hg/ha,21083
Crops,Andhra Pradesh,Yield,Oats,2019,hg/ha,21128
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",1990,hg/ha,111429
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",1991,hg/ha,109091
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",1992,hg/ha,116250
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",1993,hg/ha,110526
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",1994,hg/ha,123158
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",1995,hg/ha,122105
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",1996,hg/ha,120000
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",1997,hg/ha,120000
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",1998,hg/ha,120000
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",1999,hg/ha,124211
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2000,hg/ha,125000
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2001,hg/ha,130000
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2002,hg/ha,130000
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2003,hg/ha,109091
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2004,hg/ha,130000
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2005,hg/ha,125455
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2006,hg/ha,223138
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2007,hg/ha,216667
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2008,hg/ha,188175
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2009,hg/ha,192295
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2010,hg/ha,145472
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2011,hg/ha,162463
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2012,hg/ha,167220
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2013,hg/ha,161957
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2014,hg/ha,173718
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2015,hg/ha,188727
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2016,hg/ha,199487
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2017,hg/ha,208534
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2018,hg/ha,212967
Crops,Andhra Pradesh,Yield,"Onions, shallots, green",2019,hg/ha,209257
Crops,Andhra Pradesh,Yield,Potatoes,1961,hg/ha,72134
Crops,Andhra Pradesh,Yield,Potatoes,1962,hg/ha,54341
Crops,Andhra Pradesh,Yield,Potatoes,1963,hg/ha,76758
Crops,Andhra Pradesh,Yield,Potatoes,1964,hg/ha,90389
Crops,Andhra Pradesh,Yield,Potatoes,1965,hg/ha,57544
Crops,Andhra Pradesh,Yield,Potatoes,1966,hg/ha,87322
Crops,Andhra Pradesh,Yield,Potatoes,1967,hg/ha,72367
Crops,Andhra Pradesh,Yield,Potatoes,1968,hg/ha,72483
Crops,Andhra Pradesh,Yield,Potatoes,1969,hg/ha,55738
Crops,Andhra Pradesh,Yield,Potatoes,1970,hg/ha,54693
Crops,Andhra Pradesh,Yield,Potatoes,1971,hg/ha,63302
Crops,Andhra Pradesh,Yield,Potatoes,1972,hg/ha,53203
Crops,Andhra Pradesh,Yield,Potatoes,1973,hg/ha,60902
Crops,Andhra Pradesh,Yield,Potatoes,1974,hg/ha,67097
Crops,Andhra Pradesh,Yield,Potatoes,1975,hg/ha,69677
Crops,Andhra Pradesh,Yield,Potatoes,1976,hg/ha,74194
Crops,Andhra Pradesh,Yield,Potatoes,1977,hg/ha,75484
Crops,Andhra Pradesh,Yield,Potatoes,1978,hg/ha,76774
Crops,Andhra Pradesh,Yield,Potatoes,1979,hg/ha,76645
Crops,Andhra Pradesh,Yield,Potatoes,1980,hg/ha,60613
Crops,Andhra Pradesh,Yield,Potatoes,1981,hg/ha,71747
Crops,Andhra Pradesh,Yield,Potatoes,1982,hg/ha,64872
Crops,Andhra Pradesh,Yield,Potatoes,1983,hg/ha,87742
Crops,Andhra Pradesh,Yield,Potatoes,1984,hg/ha,62937
Crops,Andhra Pradesh,Yield,Potatoes,1985,hg/ha,56667
Crops,Andhra Pradesh,Yield,Potatoes,1986,hg/ha,78571
Crops,Andhra Pradesh,Yield,Potatoes,1987,hg/ha,63571
Crops,Andhra Pradesh,Yield,Potatoes,1988,hg/ha,50000
Crops,Andhra Pradesh,Yield,Potatoes,1989,hg/ha,107778
Crops,Andhra Pradesh,Yield,Potatoes,1990,hg/ha,66667
Crops,Andhra Pradesh,Yield,Potatoes,1991,hg/ha,77818
Crops,Andhra Pradesh,Yield,Potatoes,1992,hg/ha,82920
Crops,Andhra Pradesh,Yield,Potatoes,1993,hg/ha,98446
Crops,Andhra Pradesh,Yield,Potatoes,1994,hg/ha,81404
Crops,Andhra Pradesh,Yield,Potatoes,1995,hg/ha,111323
Crops,Andhra Pradesh,Yield,Potatoes,1996,hg/ha,106138
Crops,Andhra Pradesh,Yield,Potatoes,1997,hg/ha,109874
Crops,Andhra Pradesh,Yield,Potatoes,1998,hg/ha,127212
Crops,Andhra Pradesh,Yield,Potatoes,1999,hg/ha,142018
Crops,Andhra Pradesh,Yield,Potatoes,2000,hg/ha,141228
Crops,Andhra Pradesh,Yield,Potatoes,2001,hg/ha,148818
Crops,Andhra Pradesh,Yield,Potatoes,2002,hg/ha,153868
Crops,Andhra Pradesh,Yield,Potatoes,2003,hg/ha,151301
Crops,Andhra Pradesh,Yield,Potatoes,2004,hg/ha,149346
Crops,Andhra Pradesh,Yield,Potatoes,2005,hg/ha,167061
Crops,Andhra Pradesh,Yield,Potatoes,2006,hg/ha,170745
Crops,Andhra Pradesh,Yield,Potatoes,2007,hg/ha,188902
Crops,Andhra Pradesh,Yield,Potatoes,2008,hg/ha,193878
Crops,Andhra Pradesh,Yield,Potatoes,2009,hg/ha,219780
Crops,Andhra Pradesh,Yield,Potatoes,2010,hg/ha,231111
Crops,Andhra Pradesh,Yield,Potatoes,2011,hg/ha,242211
Crops,Andhra Pradesh,Yield,Potatoes,2012,hg/ha,250538
Crops,Andhra Pradesh,Yield,Potatoes,2013,hg/ha,260110
Crops,Andhra Pradesh,Yield,Potatoes,2014,hg/ha,250000
Crops,Andhra Pradesh,Yield,Potatoes,2015,hg/ha,242574
Crops,Andhra Pradesh,Yield,Potatoes,2016,hg/ha,245894
Crops,Andhra Pradesh,Yield,Potatoes,2017,hg/ha,251110
Crops,Andhra Pradesh,Yield,Potatoes,2018,hg/ha,261714
Crops,Andhra Pradesh,Yield,Potatoes,2019,hg/ha,256455
Crops,Andhra Pradesh,Yield,Rye,1961,hg/ha,6626
Crops,Andhra Pradesh,Yield,Rye,1962,hg/ha,6329
Crops,Andhra Pradesh,Yield,Rye,1963,hg/ha,5834
Crops,Andhra Pradesh,Yield,Rye,1964,hg/ha,6747
Crops,Andhra Pradesh,Yield,Rye,1965,hg/ha,5021
Crops,Andhra Pradesh,Yield,Rye,1966,hg/ha,6709
Crops,Andhra Pradesh,Yield,Rye,1967,hg/ha,7725
Crops,Andhra Pradesh,Yield,Rye,1968,hg/ha,6729
Crops,Andhra Pradesh,Yield,Rye,1969,hg/ha,8363
Crops,Andhra Pradesh,Yield,Rye,1970,hg/ha,9215
Crops,Andhra Pradesh,Yield,Rye,1971,hg/ha,8633
Crops,Andhra Pradesh,Yield,Rye,1972,hg/ha,9323
Crops,Andhra Pradesh,Yield,Rye,1973,hg/ha,8768
Crops,Andhra Pradesh,Yield,Rye,1974,hg/ha,9382
Crops,Andhra Pradesh,Yield,Rye,1975,hg/ha,8889
Crops,Andhra Pradesh,Yield,Rye,1976,hg/ha,11111
Crops,Andhra Pradesh,Yield,Rye,1977,hg/ha,10000
Crops,Andhra Pradesh,Yield,Rye,1978,hg/ha,10000
Crops,Andhra Pradesh,Yield,Rye,1979,hg/ha,10000
Crops,Andhra Pradesh,Yield,Rye,1980,hg/ha,9709
Crops,Andhra Pradesh,Yield,Rye,1981,hg/ha,6304
Crops,Andhra Pradesh,Yield,Rye,1982,hg/ha,7732
Crops,Andhra Pradesh,Yield,Rye,1983,hg/ha,8850
Crops,Andhra Pradesh,Yield,Rye,1984,hg/ha,10926
Crops,Andhra Pradesh,Yield,Rye,1985,hg/ha,10900
Crops,Andhra Pradesh,Yield,Rye,1986,hg/ha,10000
Crops,Andhra Pradesh,Yield,Rye,1987,hg/ha,10000
Crops,Andhra Pradesh,Yield,Rye,1988,hg/ha,7833
Crops,Andhra Pradesh,Yield,Rye,1989,hg/ha,7750
Crops,Andhra Pradesh,Yield,Rye,1990,hg/ha,6667
Crops,Andhra Pradesh,Yield,Rye,1991,hg/ha,3587
Crops,Andhra Pradesh,Yield,Rye,1992,hg/ha,12466
Crops,Andhra Pradesh,Yield,Rye,1993,hg/ha,11586
Crops,Andhra Pradesh,Yield,Rye,1994,hg/ha,14106
Crops,Andhra Pradesh,Yield,Rye,1995,hg/ha,13753
Crops,Andhra Pradesh,Yield,Rye,1996,hg/ha,11556
Crops,Andhra Pradesh,Yield,Rye,1997,hg/ha,13308
Crops,Andhra Pradesh,Yield,Rye,1998,hg/ha,14158
Crops,Andhra Pradesh,Yield,Rye,1999,hg/ha,15455
Crops,Andhra Pradesh,Yield,Rye,2000,hg/ha,11538
Crops,Andhra Pradesh,Yield,Rye,2001,hg/ha,19474
Crops,Andhra Pradesh,Yield,Rye,2002,hg/ha,18000
Crops,Andhra Pradesh,Yield,Rye,2003,hg/ha,15066
Crops,Andhra Pradesh,Yield,Rye,2004,hg/ha,16000
Crops,Andhra Pradesh,Yield,Rye,2005,hg/ha,19815
Crops,Andhra Pradesh,Yield,Rye,2006,hg/ha,19274
Crops,Andhra Pradesh,Yield,Rye,2007,hg/ha,25385
Crops,Andhra Pradesh,Yield,Rye,2008,hg/ha,22143
Crops,Andhra Pradesh,Yield,Rye,2009,hg/ha,29091
Crops,Andhra Pradesh,Yield,Rye,2010,hg/ha,20909
Crops,Andhra Pradesh,Yield,Rye,2011,hg/ha,24286
Crops,Andhra Pradesh,Yield,Rye,2012,hg/ha,26154
Crops,Andhra Pradesh,Yield,Rye,2013,hg/ha,24167
Crops,Andhra Pradesh,Yield,Rye,2014,hg/ha,22327
Crops,Andhra Pradesh,Yield,Rye,2015,hg/ha,23077
Crops,Andhra Pradesh,Yield,Rye,2016,hg/ha,22533
Crops,Andhra Pradesh,Yield,Rye,2017,hg/ha,22666
Crops,Andhra Pradesh,Yield,Rye,2018,hg/ha,23053
Crops,Andhra Pradesh,Yield,Rye,2019,hg/ha,21741
Crops,Andhra Pradesh,Yield,Wheat,1961,hg/ha,7731
Crops,Andhra Pradesh,Yield,Wheat,1962,hg/ha,10522
Crops,Andhra Pradesh,Yield,Wheat,1963,hg/ha,7127
Crops,Andhra Pradesh,Yield,Wheat,1964,hg/ha,9625
Crops,Andhra Pradesh,Yield,Wheat,1965,hg/ha,11344
Crops,Andhra Pradesh,Yield,Wheat,1966,hg/ha,12398
Crops,Andhra Pradesh,Yield,Wheat,1967,hg/ha,13550
Crops,Andhra Pradesh,Yield,Wheat,1968,hg/ha,14124
Crops,Andhra Pradesh,Yield,Wheat,1969,hg/ha,16389
Crops,Andhra Pradesh,Yield,Wheat,1970,hg/ha,15377
Crops,Andhra Pradesh,Yield,Wheat,1971,hg/ha,18735
Crops,Andhra Pradesh,Yield,Wheat,1972,hg/ha,19000
Crops,Andhra Pradesh,Yield,Wheat,1973,hg/ha,20097
Crops,Andhra Pradesh,Yield,Wheat,1974,hg/ha,20625
Crops,Andhra Pradesh,Yield,Wheat,1975,hg/ha,19375
Crops,Andhra Pradesh,Yield,Wheat,1976,hg/ha,25526
Crops,Andhra Pradesh,Yield,Wheat,1977,hg/ha,24500
Crops,Andhra Pradesh,Yield,Wheat,1978,hg/ha,24500
Crops,Andhra Pradesh,Yield,Wheat,1979,hg/ha,24900
Crops,Andhra Pradesh,Yield,Wheat,1980,hg/ha,25198
Crops,Andhra Pradesh,Yield,Wheat,1981,hg/ha,25321
Crops,Andhra Pradesh,Yield,Wheat,1982,hg/ha,26886
Crops,Andhra Pradesh,Yield,Wheat,1983,hg/ha,30879
Crops,Andhra Pradesh,Yield,Wheat,1984,hg/ha,31579
Crops,Andhra Pradesh,Yield,Wheat,1985,hg/ha,31406
Crops,Andhra Pradesh,Yield,Wheat,1986,hg/ha,28945
Crops,Andhra Pradesh,Yield,Wheat,1987,hg/ha,31031
Crops,Andhra Pradesh,Yield,Wheat,1988,hg/ha,32010
Crops,Andhra Pradesh,Yield,Wheat,1989,hg/ha,29302
Crops,Andhra Pradesh,Yield,Wheat,1990,hg/ha,30197
Crops,Andhra Pradesh,Yield,Wheat,1991,hg/ha,20698
Crops,Andhra Pradesh,Yield,Wheat,1992,hg/ha,24388
Crops,Andhra Pradesh,Yield,Wheat,1993,hg/ha,29976
Crops,Andhra Pradesh,Yield,Wheat,1994,hg/ha,24745
Crops,Andhra Pradesh,Yield,Wheat,1995,hg/ha,28703
Crops,Andhra Pradesh,Yield,Wheat,1996,hg/ha,21741
Crops,Andhra Pradesh,Yield,Wheat,1997,hg/ha,28516
Crops,Andhra Pradesh,Yield,Wheat,1998,hg/ha,28037
Crops,Andhra Pradesh,Yield,Wheat,1999,hg/ha,24954
Crops,Andhra Pradesh,Yield,Wheat,2000,hg/ha,30455
Crops,Andhra Pradesh,Yield,Wheat,2001,hg/ha,28220
Crops,Andhra Pradesh,Yield,Wheat,2002,hg/ha,31617
Crops,Andhra Pradesh,Yield,Wheat,2003,hg/ha,28629
Crops,Andhra Pradesh,Yield,Wheat,2004,hg/ha,31130
Crops,Andhra Pradesh,Yield,Wheat,2005,hg/ha,31582
Crops,Andhra Pradesh,Yield,Wheat,2006,hg/ha,30787
Crops,Andhra Pradesh,Yield,Wheat,2007,hg/ha,35496
Crops,Andhra Pradesh,Yield,Wheat,2008,hg/ha,40168
Crops,Andhra Pradesh,Yield,Wheat,2009,hg/ha,40229
Crops,Andhra Pradesh,Yield,Wheat,2010,hg/ha,39905
Crops,Andhra Pradesh,Yield,Wheat,2011,hg/ha,42301
Crops,Andhra Pradesh,Yield,Wheat,2012,hg/ha,41096
Crops,Andhra Pradesh,Yield,Wheat,2013,hg/ha,41292
Crops,Andhra Pradesh,Yield,Wheat,2014,hg/ha,40001
Crops,Andhra Pradesh,Yield,Wheat,2015,hg/ha,39511
Crops,Andhra Pradesh,Yield,Wheat,2016,hg/ha,39000
Crops,Andhra Pradesh,Yield,Wheat,2017,hg/ha,40367
Crops,Andhra Pradesh,Yield,Wheat,2018,hg/ha,36927
Crops,Andhra Pradesh,Yield,Wheat,2019,hg/ha,40680
Crops,Andhra Pradesh,Yield,Barley,1961,hg/ha,2232
Crops,Andhra Pradesh,Yield,Barley,1962,hg/ha,8354
Crops,Andhra Pradesh,Yield,Barley,1963,hg/ha,7431
Crops,Andhra Pradesh,Yield,Barley,1964,hg/ha,4933
Crops,Andhra Pradesh,Yield,Barley,1965,hg/ha,6010
Crops,Andhra Pradesh,Yield,Barley,1966,hg/ha,3294
Crops,Andhra Pradesh,Yield,Barley,1967,hg/ha,6086
Crops,Andhra Pradesh,Yield,Barley,1968,hg/ha,7434
Crops,Andhra Pradesh,Yield,Barley,1969,hg/ha,6334
Crops,Andhra Pradesh,Yield,Barley,1970,hg/ha,6685
Crops,Andhra Pradesh,Yield,Barley,1971,hg/ha,5106
Crops,Andhra Pradesh,Yield,Barley,1972,hg/ha,6791
Crops,Andhra Pradesh,Yield,Barley,1973,hg/ha,4759
Crops,Andhra Pradesh,Yield,Barley,1974,hg/ha,4802
Crops,Andhra Pradesh,Yield,Barley,1975,hg/ha,8690
Crops,Andhra Pradesh,Yield,Barley,1976,hg/ha,6314
Crops,Andhra Pradesh,Yield,Barley,1977,hg/ha,3515
Crops,Andhra Pradesh,Yield,Barley,1978,hg/ha,5956
Crops,Andhra Pradesh,Yield,Barley,1979,hg/ha,5644
Crops,Andhra Pradesh,Yield,Barley,1980,hg/ha,8408
Crops,Andhra Pradesh,Yield,Barley,1981,hg/ha,6027
Crops,Andhra Pradesh,Yield,Barley,1982,hg/ha,5929
Crops,Andhra Pradesh,Yield,Barley,1983,hg/ha,6214
Crops,Andhra Pradesh,Yield,Barley,1984,hg/ha,5059
Crops,Andhra Pradesh,Yield,Barley,1985,hg/ha,9572
Crops,Andhra Pradesh,Yield,Barley,1986,hg/ha,8935
Crops,Andhra Pradesh,Yield,Barley,1987,hg/ha,7529
Crops,Andhra Pradesh,Yield,Barley,1988,hg/ha,5777
Crops,Andhra Pradesh,Yield,Barley,1989,hg/ha,7523
Crops,Andhra Pradesh,Yield,Barley,1990,hg/ha,7610
Crops,Andhra Pradesh,Yield,Barley,1991,hg/ha,11635
Crops,Andhra Pradesh,Yield,Barley,1992,hg/ha,8975
Crops,Andhra Pradesh,Yield,Barley,1993,hg/ha,6252
Crops,Andhra Pradesh,Yield,Barley,1994,hg/ha,6482
Crops,Andhra Pradesh,Yield,Barley,1995,hg/ha,7098
Crops,Andhra Pradesh,Yield,Barley,1996,hg/ha,14037
Crops,Andhra Pradesh,Yield,Barley,1997,hg/ha,7208
Crops,Andhra Pradesh,Yield,Barley,1998,hg/ha,7453
Crops,Andhra Pradesh,Yield,Barley,1999,hg/ha,10875
Crops,Andhra Pradesh,Yield,Barley,2000,hg/ha,7573
Crops,Andhra Pradesh,Yield,Barley,2001,hg/ha,11143
Crops,Andhra Pradesh,Yield,Barley,2002,hg/ha,10367
Crops,Andhra Pradesh,Yield,Barley,2003,hg/ha,15619
Crops,Andhra Pradesh,Yield,Barley,2004,hg/ha,13235
Crops,Andhra Pradesh,Yield,Barley,2005,hg/ha,15085
Crops,Andhra Pradesh,Yield,Barley,2006,hg/ha,15215
Crops,Andhra Pradesh,Yield,Barley,2007,hg/ha,12218
Crops,Andhra Pradesh,Yield,Barley,2008,hg/ha,9082
Crops,Andhra Pradesh,Yield,Barley,2009,hg/ha,17616
Crops,Andhra Pradesh,Yield,Barley,2010,hg/ha,14762
Crops,Andhra Pradesh,Yield,Barley,2011,hg/ha,14760
Crops,Andhra Pradesh,Yield,Barley,2012,hg/ha,15446
Crops,Andhra Pradesh,Yield,Barley,2013,hg/ha,16694
Crops,Andhra Pradesh,Yield,Barley,2014,hg/ha,11863
Crops,Andhra Pradesh,Yield,Barley,2015,hg/ha,12844
Crops,Andhra Pradesh,Yield,Barley,2016,hg/ha,7441
