Rainfall - (MM), Year, Statistics, Country, ISO3
1.45745,1944, Jun Average,Andhra Pradesh, AP
11.6671,1944, Jul Average,Andhra Pradesh, AP
19.3063,1944, Aug Average,Andhra Pradesh, AP
3.15482,1944, Sep Average,Andhra Pradesh, AP
9.43228,1944, Oct Average,Andhra Pradesh, AP
14.9384,1944, Nov Average,Andhra Pradesh, AP
30.6887,1944, Dec Average,Andhra Pradesh, AP
61.5056,1945, Jan Average,Andhra Pradesh, AP
42.0141,1945, Feb Average,Andhra Pradesh, AP
65.0288,1945, Mar Average,Andhra Pradesh, AP
43.4995,1945, Apr Average,Andhra Pradesh, AP
26.2992,1945, May Average,Andhra Pradesh, AP
9.47361,1945, Jun Average,Andhra Pradesh, AP
11.2017,1945, Jul Average,Andhra Pradesh, AP
6.39295,1945, Aug Average,Andhra Pradesh, AP
2.52283,1945, Sep Average,Andhra Pradesh, AP
2.80363,1945, Oct Average,Andhra Pradesh, AP
31.8959,1945, Nov Average,Andhra Pradesh, AP
29.8693,1945, Dec Average,Andhra Pradesh, AP
48.0644,1946, Jan Average,Andhra Pradesh, AP
49.3394,1946, Feb Average,Andhra Pradesh, AP
41.4995,1946, Mar Average,Andhra Pradesh, AP
9.88154,1946, Apr Average,Andhra Pradesh, AP
5.08394,1946, May Average,Andhra Pradesh, AP
2.76426,1946, Jun Average,Andhra Pradesh, AP
3.7986,1946, Jul Average,Andhra Pradesh, AP
7.6926,1946, Aug Average,Andhra Pradesh, AP
0.98284,1946, Sep Average,Andhra Pradesh, AP
6.15211,1946, Oct Average,Andhra Pradesh, AP
8.32606,1946, Nov Average,Andhra Pradesh, AP
23.8258,1946, Dec Average,Andhra Pradesh, AP
64.9885,1947, Jan Average,Andhra Pradesh, AP
61.8389,1947, Feb Average,Andhra Pradesh, AP
44.9589,1947, Mar Average,Andhra Pradesh, AP
17.4212,1947, Apr Average,Andhra Pradesh, AP
13.8483,1947, May Average,Andhra Pradesh, AP
2.65055,1947, Jun Average,Andhra Pradesh, AP
5.54006,1947, Jul Average,Andhra Pradesh, AP
4.13876,1947, Aug Average,Andhra Pradesh, AP
2.37138,1947, Sep Average,Andhra Pradesh, AP
2.68142,1947, Oct Average,Andhra Pradesh, AP
14.5389,1947, Nov Average,Andhra Pradesh, AP
19.5435,1947, Dec Average,Andhra Pradesh, AP
22.0829,1948, Jan Average,Andhra Pradesh, AP
40.3637,1948, Feb Average,Andhra Pradesh, AP
54.3782,1948, Mar Average,Andhra Pradesh, AP
56.4413,1948, Apr Average,Andhra Pradesh, AP
9.95143,1948, May Average,Andhra Pradesh, AP
7.41887,1948, Jun Average,Andhra Pradesh, AP
6.85155,1948, Jul Average,Andhra Pradesh, AP
5.91395,1948, Aug Average,Andhra Pradesh, AP
3.4736,1948, Sep Average,Andhra Pradesh, AP
5.65534,1948, Oct Average,Andhra Pradesh, AP
5.37307,1948, Nov Average,Andhra Pradesh, AP
56.4895,1948, Dec Average,Andhra Pradesh, AP
37.5549,1949, Jan Average,Andhra Pradesh, AP
37.5221,1949, Feb Average,Andhra Pradesh, AP
77.9951,1949, Mar Average,Andhra Pradesh, AP
41.9345,1949, Apr Average,Andhra Pradesh, AP
14.2096,1949, May Average,Andhra Pradesh, AP
12.9764,1949, Jun Average,Andhra Pradesh, AP
4.05645,1949, Jul Average,Andhra Pradesh, AP
6.75056,1949, Aug Average,Andhra Pradesh, AP
2.45458,1949, Sep Average,Andhra Pradesh, AP
2.69212,1949, Oct Average,Andhra Pradesh, AP
6.59548,1949, Nov Average,Andhra Pradesh, AP
25.0518,1949, Dec Average,Andhra Pradesh, AP
83.6959,1950, Jan Average,Andhra Pradesh, AP
35.0608,1950, Feb Average,Andhra Pradesh, AP
44.8572,1950, Mar Average,Andhra Pradesh, AP
42.6754,1950, Apr Average,Andhra Pradesh, AP
24.383,1950, May Average,Andhra Pradesh, AP
3.56267,1950, Jun Average,Andhra Pradesh, AP
7.68687,1950, Jul Average,Andhra Pradesh, AP
7.3893,1950, Aug Average,Andhra Pradesh, AP
1.27421,1950, Sep Average,Andhra Pradesh, AP
5.00946,1950, Oct Average,Andhra Pradesh, AP
13.3042,1950, Nov Average,Andhra Pradesh, AP
4.7695,1950, Dec Average,Andhra Pradesh, AP
36.8694,1951, Jan Average,Andhra Pradesh, AP
58.3959,1951, Feb Average,Andhra Pradesh, AP
68.0041,1951, Mar Average,Andhra Pradesh, AP
34.8423,1951, Apr Average,Andhra Pradesh, AP
49.0247,1951, May Average,Andhra Pradesh, AP
2.27881,1951, Jun Average,Andhra Pradesh, AP
4.49808,1951, Jul Average,Andhra Pradesh, AP
5.89144,1951, Aug Average,Andhra Pradesh, AP
0.78794,1951, Sep Average,Andhra Pradesh, AP
16.3874,1951, Oct Average,Andhra Pradesh, AP
12.7168,1951, Nov Average,Andhra Pradesh, AP
25.2843,1951, Dec Average,Andhra Pradesh, AP
49.8881,1952, Jan Average,Andhra Pradesh, AP
75.7385,1952, Feb Average,Andhra Pradesh, AP
54.5141,1952, Mar Average,Andhra Pradesh, AP
41.617,1952, Apr Average,Andhra Pradesh, AP
25.0575,1952, May Average,Andhra Pradesh, AP
4.60367,1952, Jun Average,Andhra Pradesh, AP
7.58063,1952, Jul Average,Andhra Pradesh, AP
4.18106,1952, Aug Average,Andhra Pradesh, AP
2.00176,1952, Sep Average,Andhra Pradesh, AP
1.26568,1952, Oct Average,Andhra Pradesh, AP
8.66169,1952, Nov Average,Andhra Pradesh, AP
25.9252,1952, Dec Average,Andhra Pradesh, AP
39.178,1953, Jan Average,Andhra Pradesh, AP
63.3205,1953, Feb Average,Andhra Pradesh, AP
65.3473,1953, Mar Average,Andhra Pradesh, AP
41.9509,1953, Apr Average,Andhra Pradesh, AP
31.977,1953, May Average,Andhra Pradesh, AP
12.1085,1953, Jun Average,Andhra Pradesh, AP
6.65991,1953, Jul Average,Andhra Pradesh, AP
7.81714,1953, Aug Average,Andhra Pradesh, AP
3.8865,1953, Sep Average,Andhra Pradesh, AP
15.1789,1953, Oct Average,Andhra Pradesh, AP
20.8248,1953, Nov Average,Andhra Pradesh, AP
44.01,1953, Dec Average,Andhra Pradesh, AP
70.5737,1954, Jan Average,Andhra Pradesh, AP
87.0755,1954, Feb Average,Andhra Pradesh, AP
59.7543,1954, Mar Average,Andhra Pradesh, AP
38.1906,1954, Apr Average,Andhra Pradesh, AP
9.26016,1954, May Average,Andhra Pradesh, AP
4.48438,1954, Jun Average,Andhra Pradesh, AP
10.02,1954, Jul Average,Andhra Pradesh, AP
4.04104,1954, Aug Average,Andhra Pradesh, AP
2.1761,1954, Sep Average,Andhra Pradesh, AP
5.8499,1954, Oct Average,Andhra Pradesh, AP
20.0326,1954, Nov Average,Andhra Pradesh, AP
17.1694,1954, Dec Average,Andhra Pradesh, AP
27.5053,1955, Jan Average,Andhra Pradesh, AP
13.872,1955, Feb Average,Andhra Pradesh, AP
83.7015,1955, Mar Average,Andhra Pradesh, AP
21.5333,1955, Apr Average,Andhra Pradesh, AP
44.5642,1955, May Average,Andhra Pradesh, AP
6.66168,1955, Jun Average,Andhra Pradesh, AP
9.26368,1955, Jul Average,Andhra Pradesh, AP
10.8539,1955, Aug Average,Andhra Pradesh, AP
3.58925,1955, Sep Average,Andhra Pradesh, AP
2.63333,1955, Oct Average,Andhra Pradesh, AP
3.53828,1955, Nov Average,Andhra Pradesh, AP
42.7562,1955, Dec Average,Andhra Pradesh, AP
43.1871,1956, Jan Average,Andhra Pradesh, AP
50.6053,1956, Feb Average,Andhra Pradesh, AP
107.068,1956, Mar Average,Andhra Pradesh, AP
70.654,1956, Apr Average,Andhra Pradesh, AP
3.0521,1956, May Average,Andhra Pradesh, AP
8.90877,1956, Jun Average,Andhra Pradesh, AP
18.7447,1956, Jul Average,Andhra Pradesh, AP
8.37983,1956, Aug Average,Andhra Pradesh, AP
4.03021,1956, Sep Average,Andhra Pradesh, AP
15.4257,1956, Oct Average,Andhra Pradesh, AP
6.41019,1956, Nov Average,Andhra Pradesh, AP
25.1193,1956, Dec Average,Andhra Pradesh, AP
100.48,1957, Jan Average,Andhra Pradesh, AP
44.1893,1957, Feb Average,Andhra Pradesh, AP
76.6281,1957, Mar Average,Andhra Pradesh, AP
70.7395,1957, Apr Average,Andhra Pradesh, AP
28.9383,1957, May Average,Andhra Pradesh, AP
8.80088,1957, Jun Average,Andhra Pradesh, AP
4.96089,1957, Jul Average,Andhra Pradesh, AP
3.43213,1957, Aug Average,Andhra Pradesh, AP
1.88114,1957, Sep Average,Andhra Pradesh, AP
17.0879,1957, Oct Average,Andhra Pradesh, AP
49.1483,1957, Nov Average,Andhra Pradesh, AP
54.8755,1957, Dec Average,Andhra Pradesh, AP
55.6582,1958, Jan Average,Andhra Pradesh, AP
20.994,1958, Feb Average,Andhra Pradesh, AP
49.746,1958, Mar Average,Andhra Pradesh, AP
47.3153,1958, Apr Average,Andhra Pradesh, AP
30.0201,1958, May Average,Andhra Pradesh, AP
4.1259,1958, Jun Average,Andhra Pradesh, AP
6.58937,1958, Jul Average,Andhra Pradesh, AP
5.06629,1958, Aug Average,Andhra Pradesh, AP
5.94992,1958, Sep Average,Andhra Pradesh, AP
4.2271,1958, Oct Average,Andhra Pradesh, AP
13.5354,1958, Nov Average,Andhra Pradesh, AP
57.8008,1958, Dec Average,Andhra Pradesh, AP
52.7754,1959, Jan Average,Andhra Pradesh, AP
66.7154,1959, Feb Average,Andhra Pradesh, AP
53.6687,1959, Mar Average,Andhra Pradesh, AP
38.4097,1959, Apr Average,Andhra Pradesh, AP
40.1716,1959, May Average,Andhra Pradesh, AP
2.42556,1959, Jun Average,Andhra Pradesh, AP
11.2408,1959, Jul Average,Andhra Pradesh, AP
6.75442,1959, Aug Average,Andhra Pradesh, AP
4.05593,1959, Sep Average,Andhra Pradesh, AP
4.28485,1959, Oct Average,Andhra Pradesh, AP
32.4521,1959, Nov Average,Andhra Pradesh, AP
43.3062,1959, Dec Average,Andhra Pradesh, AP
42.3167,1960, Jan Average,Andhra Pradesh, AP
37.5941,1960, Feb Average,Andhra Pradesh, AP
92.4596,1960, Mar Average,Andhra Pradesh, AP
77.6666,1960, Apr Average,Andhra Pradesh, AP
39.2694,1960, May Average,Andhra Pradesh, AP
3.13506,1960, Jun Average,Andhra Pradesh, AP
8.70063,1960, Jul Average,Andhra Pradesh, AP
5.91567,1960, Aug Average,Andhra Pradesh, AP
5.6887,1960, Sep Average,Andhra Pradesh, AP
3.06278,1960, Oct Average,Andhra Pradesh, AP
27.6024,1960, Nov Average,Andhra Pradesh, AP
21.8538,1960, Dec Average,Andhra Pradesh, AP
45.6999,1961, Jan Average,Andhra Pradesh, AP
36.3156,1961, Feb Average,Andhra Pradesh, AP
67.186,1961, Mar Average,Andhra Pradesh, AP
83.5753,1961, Apr Average,Andhra Pradesh, AP
20.042,1961, May Average,Andhra Pradesh, AP
6.23485,1961, Jun Average,Andhra Pradesh, AP
11.278,1961, Jul Average,Andhra Pradesh, AP
7.07352,1961, Aug Average,Andhra Pradesh, AP
3.23567,1961, Sep Average,Andhra Pradesh, AP
5.44779,1961, Oct Average,Andhra Pradesh, AP
29.4008,1961, Nov Average,Andhra Pradesh, AP
24.034,1961, Dec Average,Andhra Pradesh, AP
14.1697,1962, Jan Average,Andhra Pradesh, AP
34.7725,1962, Feb Average,Andhra Pradesh, AP
47.4306,1962, Mar Average,Andhra Pradesh, AP
54.6099,1962, Apr Average,Andhra Pradesh, AP
24.1415,1962, May Average,Andhra Pradesh, AP
6.51486,1962, Jun Average,Andhra Pradesh, AP
5.46194,1962, Jul Average,Andhra Pradesh, AP
5.11733,1962, Aug Average,Andhra Pradesh, AP
2.29556,1962, Sep Average,Andhra Pradesh, AP
8.87976,1962, Oct Average,Andhra Pradesh, AP
15.0474,1962, Nov Average,Andhra Pradesh, AP
26.2709,1962, Dec Average,Andhra Pradesh, AP
5.84007,1963, Jan Average,Andhra Pradesh, AP
44.8966,1963, Feb Average,Andhra Pradesh, AP
58.7311,1963, Mar Average,Andhra Pradesh, AP
71.9117,1963, Apr Average,Andhra Pradesh, AP
70.4776,1963, May Average,Andhra Pradesh, AP
4.46068,1963, Jun Average,Andhra Pradesh, AP
5.46345,1963, Jul Average,Andhra Pradesh, AP
3.47734,1963, Aug Average,Andhra Pradesh, AP
2.10516,1963, Sep Average,Andhra Pradesh, AP
6.23654,1963, Oct Average,Andhra Pradesh, AP
27.4944,1963, Nov Average,Andhra Pradesh, AP
27.8644,1963, Dec Average,Andhra Pradesh, AP
55.7747,1964, Jan Average,Andhra Pradesh, AP
70.419,1964, Feb Average,Andhra Pradesh, AP
61.252,1964, Mar Average,Andhra Pradesh, AP
58.9231,1964, Apr Average,Andhra Pradesh, AP
15.6237,1964, May Average,Andhra Pradesh, AP
2.76395,1964, Jun Average,Andhra Pradesh, AP
17.208,1964, Jul Average,Andhra Pradesh, AP
5.85854,1964, Aug Average,Andhra Pradesh, AP
2.79432,1964, Sep Average,Andhra Pradesh, AP
2.86966,1964, Oct Average,Andhra Pradesh, AP
10.9069,1964, Nov Average,Andhra Pradesh, AP
16.3184,1964, Dec Average,Andhra Pradesh, AP
70.5854,1965, Jan Average,Andhra Pradesh, AP
50.6417,1965, Feb Average,Andhra Pradesh, AP
33.8604,1965, Mar Average,Andhra Pradesh, AP
83.4531,1965, Apr Average,Andhra Pradesh, AP
38.471,1965, May Average,Andhra Pradesh, AP
2.66484,1965, Jun Average,Andhra Pradesh, AP
17.9831,1965, Jul Average,Andhra Pradesh, AP
8.97844,1965, Aug Average,Andhra Pradesh, AP
2.45922,1965, Sep Average,Andhra Pradesh, AP
6.38073,1965, Oct Average,Andhra Pradesh, AP
27.0313,1965, Nov Average,Andhra Pradesh, AP
20.0104,1965, Dec Average,Andhra Pradesh, AP
8.68127,1966, Jan Average,Andhra Pradesh, AP
73.4805,1966, Feb Average,Andhra Pradesh, AP
68.0135,1966, Mar Average,Andhra Pradesh, AP
62.0434,1966, Apr Average,Andhra Pradesh, AP
11.1561,1966, May Average,Andhra Pradesh, AP
1.84159,1966, Jun Average,Andhra Pradesh, AP
5.94204,1966, Jul Average,Andhra Pradesh, AP
7.59218,1966, Aug Average,Andhra Pradesh, AP
4.98534,1966, Sep Average,Andhra Pradesh, AP
21.818,1966, Oct Average,Andhra Pradesh, AP
1.74421,1966, Nov Average,Andhra Pradesh, AP
10.8545,1966, Dec Average,Andhra Pradesh, AP
17.9658,1967, Jan Average,Andhra Pradesh, AP
72.6506,1967, Feb Average,Andhra Pradesh, AP
61.9184,1967, Mar Average,Andhra Pradesh, AP
77.2726,1967, Apr Average,Andhra Pradesh, AP
22.6761,1967, May Average,Andhra Pradesh, AP
7.80402,1967, Jun Average,Andhra Pradesh, AP
8.88312,1967, Jul Average,Andhra Pradesh, AP
3.80216,1967, Aug Average,Andhra Pradesh, AP
3.99917,1967, Sep Average,Andhra Pradesh, AP
27.9916,1967, Oct Average,Andhra Pradesh, AP
15.6206,1967, Nov Average,Andhra Pradesh, AP
44.3801,1967, Dec Average,Andhra Pradesh, AP
38.7461,1968, Jan Average,Andhra Pradesh, AP
50.002,1968, Feb Average,Andhra Pradesh, AP
53.0566,1968, Mar Average,Andhra Pradesh, AP
55.8752,1968, Apr Average,Andhra Pradesh, AP
32.7206,1968, May Average,Andhra Pradesh, AP
3.13324,1968, Jun Average,Andhra Pradesh, AP
4.45612,1968, Jul Average,Andhra Pradesh, AP
5.65883,1968, Aug Average,Andhra Pradesh, AP
0.50692,1968, Sep Average,Andhra Pradesh, AP
9.85433,1968, Oct Average,Andhra Pradesh, AP
12.7998,1968, Nov Average,Andhra Pradesh, AP
73.8346,1968, Dec Average,Andhra Pradesh, AP
59.1147,1969, Jan Average,Andhra Pradesh, AP
36.2727,1969, Feb Average,Andhra Pradesh, AP
57.7518,1969, Mar Average,Andhra Pradesh, AP
67.2279,1969, Apr Average,Andhra Pradesh, AP
40.3836,1969, May Average,Andhra Pradesh, AP
8.35579,1969, Jun Average,Andhra Pradesh, AP
11.11,1969, Jul Average,Andhra Pradesh, AP
2.89568,1969, Aug Average,Andhra Pradesh, AP
2.82349,1969, Sep Average,Andhra Pradesh, AP
20.2572,1969, Oct Average,Andhra Pradesh, AP
29.271,1969, Nov Average,Andhra Pradesh, AP
10.1182,1969, Dec Average,Andhra Pradesh, AP
56.5905,1970, Jan Average,Andhra Pradesh, AP
21.6063,1970, Feb Average,Andhra Pradesh, AP
63.3983,1970, Mar Average,Andhra Pradesh, AP
26.2745,1970, Apr Average,Andhra Pradesh, AP
8.73092,1970, May Average,Andhra Pradesh, AP
2.91018,1970, Jun Average,Andhra Pradesh, AP
11.8979,1970, Jul Average,Andhra Pradesh, AP
7.70175,1970, Aug Average,Andhra Pradesh, AP
7.73748,1970, Sep Average,Andhra Pradesh, AP
3.54449,1970, Oct Average,Andhra Pradesh, AP
3.16923,1970, Nov Average,Andhra Pradesh, AP
15.5031,1970, Dec Average,Andhra Pradesh, AP
11.1445,1971, Jan Average,Andhra Pradesh, AP
40.599,1971, Feb Average,Andhra Pradesh, AP
40.4269,1971, Mar Average,Andhra Pradesh, AP
30.1217,1971, Apr Average,Andhra Pradesh, AP
7.64149,1971, May Average,Andhra Pradesh, AP
3.45896,1971, Jun Average,Andhra Pradesh, AP
5.98444,1971, Jul Average,Andhra Pradesh, AP
3.86958,1971, Aug Average,Andhra Pradesh, AP
10.9051,1971, Sep Average,Andhra Pradesh, AP
2.25707,1971, Oct Average,Andhra Pradesh, AP
10.6084,1971, Nov Average,Andhra Pradesh, AP
18.1826,1971, Dec Average,Andhra Pradesh, AP
75.5523,1972, Jan Average,Andhra Pradesh, AP
45.2468,1972, Feb Average,Andhra Pradesh, AP
90.3524,1972, Mar Average,Andhra Pradesh, AP
50.1083,1972, Apr Average,Andhra Pradesh, AP
41.4901,1972, May Average,Andhra Pradesh, AP
10.7987,1972, Jun Average,Andhra Pradesh, AP
6.53292,1972, Jul Average,Andhra Pradesh, AP
2.778,1972, Aug Average,Andhra Pradesh, AP
4.77673,1972, Sep Average,Andhra Pradesh, AP
5.68214,1972, Oct Average,Andhra Pradesh, AP
17.6139,1972, Nov Average,Andhra Pradesh, AP
51.0976,1972, Dec Average,Andhra Pradesh, AP
32.9926,1973, Jan Average,Andhra Pradesh, AP
48.04,1973, Feb Average,Andhra Pradesh, AP
77.8935,1973, Mar Average,Andhra Pradesh, AP
39.5368,1973, Apr Average,Andhra Pradesh, AP
17.04,1973, May Average,Andhra Pradesh, AP
1.00658,1973, Jun Average,Andhra Pradesh, AP
13.4236,1973, Jul Average,Andhra Pradesh, AP
3.28451,1973, Aug Average,Andhra Pradesh, AP
7.43433,1973, Sep Average,Andhra Pradesh, AP
1.70489,1973, Oct Average,Andhra Pradesh, AP
2.55751,1973, Nov Average,Andhra Pradesh, AP
19.0754,1973, Dec Average,Andhra Pradesh, AP
65.812,1974, Jan Average,Andhra Pradesh, AP
65.9808,1974, Feb Average,Andhra Pradesh, AP
34.5838,1974, Mar Average,Andhra Pradesh, AP
42.9264,1974, Apr Average,Andhra Pradesh, AP
17.4523,1974, May Average,Andhra Pradesh, AP
4.27253,1974, Jun Average,Andhra Pradesh, AP
4.53182,1974, Jul Average,Andhra Pradesh, AP
5.12411,1974, Aug Average,Andhra Pradesh, AP
5.00808,1974, Sep Average,Andhra Pradesh, AP
0.65106,1974, Oct Average,Andhra Pradesh, AP
3.94478,1974, Nov Average,Andhra Pradesh, AP
43.9922,1974, Dec Average,Andhra Pradesh, AP
52.6635,1975, Jan Average,Andhra Pradesh, AP
43.6377,1975, Feb Average,Andhra Pradesh, AP
57.9028,1975, Mar Average,Andhra Pradesh, AP
57.3642,1975, Apr Average,Andhra Pradesh, AP
30.9983,1975, May Average,Andhra Pradesh, AP
4.51833,1975, Jun Average,Andhra Pradesh, AP
7.50024,1975, Jul Average,Andhra Pradesh, AP
10.6468,1975, Aug Average,Andhra Pradesh, AP
3.35067,1975, Sep Average,Andhra Pradesh, AP
5.7013,1975, Oct Average,Andhra Pradesh, AP
16.5874,1975, Nov Average,Andhra Pradesh, AP
29.1012,1975, Dec Average,Andhra Pradesh, AP
38.1711,1976, Jan Average,Andhra Pradesh, AP
88.2512,1976, Feb Average,Andhra Pradesh, AP
92.7221,1976, Mar Average,Andhra Pradesh, AP
69.4147,1976, Apr Average,Andhra Pradesh, AP
19.0391,1976, May Average,Andhra Pradesh, AP
3.81541,1976, Jun Average,Andhra Pradesh, AP
9.79906,1976, Jul Average,Andhra Pradesh, AP
8.24522,1976, Aug Average,Andhra Pradesh, AP
3.49679,1976, Sep Average,Andhra Pradesh, AP
12.6765,1976, Oct Average,Andhra Pradesh, AP
4.03248,1976, Nov Average,Andhra Pradesh, AP
16.2765,1976, Dec Average,Andhra Pradesh, AP
93.5789,1977, Jan Average,Andhra Pradesh, AP
12.161,1977, Feb Average,Andhra Pradesh, AP
15.529,1977, Mar Average,Andhra Pradesh, AP
51.0495,1977, Apr Average,Andhra Pradesh, AP
17.9604,1977, May Average,Andhra Pradesh, AP
5.37608,1977, Jun Average,Andhra Pradesh, AP
10.4256,1977, Jul Average,Andhra Pradesh, AP
7.24279,1977, Aug Average,Andhra Pradesh, AP
3.50564,1977, Sep Average,Andhra Pradesh, AP
15.2265,1977, Oct Average,Andhra Pradesh, AP
27.6814,1977, Nov Average,Andhra Pradesh, AP
31.2283,1977, Dec Average,Andhra Pradesh, AP
49.7086,1978, Jan Average,Andhra Pradesh, AP
37.8349,1978, Feb Average,Andhra Pradesh, AP
59.6241,1978, Mar Average,Andhra Pradesh, AP
29.0816,1978, Apr Average,Andhra Pradesh, AP
25.8028,1978, May Average,Andhra Pradesh, AP
2.76433,1978, Jun Average,Andhra Pradesh, AP
12.1805,1978, Jul Average,Andhra Pradesh, AP
4.86162,1978, Aug Average,Andhra Pradesh, AP
2.05848,1978, Sep Average,Andhra Pradesh, AP
2.04893,1978, Oct Average,Andhra Pradesh, AP
35.9922,1978, Nov Average,Andhra Pradesh, AP
19.7067,1978, Dec Average,Andhra Pradesh, AP
49.807,1979, Jan Average,Andhra Pradesh, AP
56.602,1979, Feb Average,Andhra Pradesh, AP
66.7123,1979, Mar Average,Andhra Pradesh, AP
37.4711,1979, Apr Average,Andhra Pradesh, AP
37.2553,1979, May Average,Andhra Pradesh, AP
3.47934,1979, Jun Average,Andhra Pradesh, AP
3.21058,1979, Jul Average,Andhra Pradesh, AP
12.8723,1979, Aug Average,Andhra Pradesh, AP
2.76204,1979, Sep Average,Andhra Pradesh, AP
4.91336,1979, Oct Average,Andhra Pradesh, AP
9.50174,1979, Nov Average,Andhra Pradesh, AP
39.1896,1979, Dec Average,Andhra Pradesh, AP
60.0558,1980, Jan Average,Andhra Pradesh, AP
70.9349,1980, Feb Average,Andhra Pradesh, AP
104.352,1980, Mar Average,Andhra Pradesh, AP
24.2473,1980, Apr Average,Andhra Pradesh, AP
12.3273,1980, May Average,Andhra Pradesh, AP
7.30634,1980, Jun Average,Andhra Pradesh, AP
7.34302,1980, Jul Average,Andhra Pradesh, AP
11.1383,1980, Aug Average,Andhra Pradesh, AP
2.16893,1980, Sep Average,Andhra Pradesh, AP
17.2734,1980, Oct Average,Andhra Pradesh, AP
13.9476,1980, Nov Average,Andhra Pradesh, AP
16.6477,1980, Dec Average,Andhra Pradesh, AP
57.5693,1981, Jan Average,Andhra Pradesh, AP
67.1286,1981, Feb Average,Andhra Pradesh, AP
75.3125,1981, Mar Average,Andhra Pradesh, AP
52.7749,1981, Apr Average,Andhra Pradesh, AP
23.1442,1981, May Average,Andhra Pradesh, AP
2.95365,1981, Jun Average,Andhra Pradesh, AP
14.0967,1981, Jul Average,Andhra Pradesh, AP
5.21353,1981, Aug Average,Andhra Pradesh, AP
1.95912,1981, Sep Average,Andhra Pradesh, AP
19.633,1981, Oct Average,Andhra Pradesh, AP
7.91283,1981, Nov Average,Andhra Pradesh, AP
24.889,1981, Dec Average,Andhra Pradesh, AP
51.1561,1982, Jan Average,Andhra Pradesh, AP
80.5802,1982, Feb Average,Andhra Pradesh, AP
108.327,1982, Mar Average,Andhra Pradesh, AP
18.8583,1982, Apr Average,Andhra Pradesh, AP
22.6394,1982, May Average,Andhra Pradesh, AP
3.7282,1982, Jun Average,Andhra Pradesh, AP
3.18596,1982, Jul Average,Andhra Pradesh, AP
8.57319,1982, Aug Average,Andhra Pradesh, AP
2.40471,1982, Sep Average,Andhra Pradesh, AP
23.5018,1982, Oct Average,Andhra Pradesh, AP
54.8565,1982, Nov Average,Andhra Pradesh, AP
43.1225,1982, Dec Average,Andhra Pradesh, AP
35.8616,1983, Jan Average,Andhra Pradesh, AP
38.2936,1983, Feb Average,Andhra Pradesh, AP
70.0305,1983, Mar Average,Andhra Pradesh, AP
71.252,1983, Apr Average,Andhra Pradesh, AP
33.0374,1983, May Average,Andhra Pradesh, AP
6.52984,1983, Jun Average,Andhra Pradesh, AP
7.99421,1983, Jul Average,Andhra Pradesh, AP
12.1401,1983, Aug Average,Andhra Pradesh, AP
3.04832,1983, Sep Average,Andhra Pradesh, AP
1.2592,1983, Oct Average,Andhra Pradesh, AP
3.61376,1983, Nov Average,Andhra Pradesh, AP
25.4675,1983, Dec Average,Andhra Pradesh, AP
20.5916,1984, Jan Average,Andhra Pradesh, AP
35.7094,1984, Feb Average,Andhra Pradesh, AP
59.1801,1984, Mar Average,Andhra Pradesh, AP
31.9508,1984, Apr Average,Andhra Pradesh, AP
13.0218,1984, May Average,Andhra Pradesh, AP
4.02911,1984, Jun Average,Andhra Pradesh, AP
