Temperature - (Celsius), Year, Statistics, Country, ISO3
13.2066,1944, Apr Average,Andhra Pradesh, AP
19.3196,1944, May Average,Andhra Pradesh, AP
23.2703,1944, Jun Average,Andhra Pradesh, AP
26.6997,1944, Jul Average,Andhra Pradesh, AP
23.9783,1944, Aug Average,Andhra Pradesh, AP
18.1922,1944, Sep Average,Andhra Pradesh, AP
12.8157,1944, Oct Average,Andhra Pradesh, AP
7.2332,1944, Nov Average,Andhra Pradesh, AP
-2.0469,1944, Dec Average,Andhra Pradesh, AP
-1.4945,1945, Jan Average,Andhra Pradesh, AP
0.511,1945, Feb Average,Andhra Pradesh, AP
6.59818,1945, Mar Average,Andhra Pradesh, AP
12.1952,1945, Apr Average,Andhra Pradesh, AP
16.9989,1945, May Average,Andhra Pradesh, AP
22.9502,1945, Jun Average,Andhra Pradesh, AP
24.816,1945, Jul Average,Andhra Pradesh, AP
24.6122,1945, Aug Average,Andhra Pradesh, AP
19.6957,1945, Sep Average,Andhra Pradesh, AP
13.5077,1945, Oct Average,Andhra Pradesh, AP
6.88738,1945, Nov Average,Andhra Pradesh, AP
1.91471,1945, Dec Average,Andhra Pradesh, AP
-0.0345,1946, Jan Average,Andhra Pradesh, AP
4.91921,1946, Feb Average,Andhra Pradesh, AP
8.07632,1946, Mar Average,Andhra Pradesh, AP
15.7644,1946, Apr Average,Andhra Pradesh, AP
20.8864,1946, May Average,Andhra Pradesh, AP
23.1791,1946, Jun Average,Andhra Pradesh, AP
25.0201,1946, Jul Average,Andhra Pradesh, AP
23.7911,1946, Aug Average,Andhra Pradesh, AP
19.5279,1946, Sep Average,Andhra Pradesh, AP
14.8621,1946, Oct Average,Andhra Pradesh, AP
4.23884,1946, Nov Average,Andhra Pradesh, AP
-1.5612,1946, Dec Average,Andhra Pradesh, AP
1.41309,1947, Jan Average,Andhra Pradesh, AP
2.95933,1947, Feb Average,Andhra Pradesh, AP
9.9138,1947, Mar Average,Andhra Pradesh, AP
14.2169,1947, Apr Average,Andhra Pradesh, AP
18.3782,1947, May Average,Andhra Pradesh, AP
22.6156,1947, Jun Average,Andhra Pradesh, AP
24.7334,1947, Jul Average,Andhra Pradesh, AP
25.1885,1947, Aug Average,Andhra Pradesh, AP
19.6381,1947, Sep Average,Andhra Pradesh, AP
13.3662,1947, Oct Average,Andhra Pradesh, AP
9.99531,1947, Nov Average,Andhra Pradesh, AP
2.5123,1947, Dec Average,Andhra Pradesh, AP
2.29104,1948, Jan Average,Andhra Pradesh, AP
3.3749,1948, Feb Average,Andhra Pradesh, AP
6.76657,1948, Mar Average,Andhra Pradesh, AP
12.9808,1948, Apr Average,Andhra Pradesh, AP
19.6999,1948, May Average,Andhra Pradesh, AP
22.7654,1948, Jun Average,Andhra Pradesh, AP
25.8236,1948, Jul Average,Andhra Pradesh, AP
23.8164,1948, Aug Average,Andhra Pradesh, AP
19.1619,1948, Sep Average,Andhra Pradesh, AP
12.8715,1948, Oct Average,Andhra Pradesh, AP
5.90642,1948, Nov Average,Andhra Pradesh, AP
0.60029,1948, Dec Average,Andhra Pradesh, AP
-1.867,1949, Jan Average,Andhra Pradesh, AP
2.07054,1949, Feb Average,Andhra Pradesh, AP
7.02345,1949, Mar Average,Andhra Pradesh, AP
13.4698,1949, Apr Average,Andhra Pradesh, AP
18.6097,1949, May Average,Andhra Pradesh, AP
21.2776,1949, Jun Average,Andhra Pradesh, AP
25.4737,1949, Jul Average,Andhra Pradesh, AP
22.9967,1949, Aug Average,Andhra Pradesh, AP
19.0838,1949, Sep Average,Andhra Pradesh, AP
10.5157,1949, Oct Average,Andhra Pradesh, AP
4.28205,1949, Nov Average,Andhra Pradesh, AP
2.17731,1949, Dec Average,Andhra Pradesh, AP
-1.2277,1950, Jan Average,Andhra Pradesh, AP
-1.0584,1950, Feb Average,Andhra Pradesh, AP
6.79904,1950, Mar Average,Andhra Pradesh, AP
10.7827,1950, Apr Average,Andhra Pradesh, AP
18.437,1950, May Average,Andhra Pradesh, AP
22.8049,1950, Jun Average,Andhra Pradesh, AP
25.3404,1950, Jul Average,Andhra Pradesh, AP
23.6132,1950, Aug Average,Andhra Pradesh, AP
17.716,1950, Sep Average,Andhra Pradesh, AP
13.1569,1950, Oct Average,Andhra Pradesh, AP
3.99123,1950, Nov Average,Andhra Pradesh, AP
-0.9169,1950, Dec Average,Andhra Pradesh, AP
-0.1929,1951, Jan Average,Andhra Pradesh, AP
-0.2676,1951, Feb Average,Andhra Pradesh, AP
5.92523,1951, Mar Average,Andhra Pradesh, AP
12.0127,1951, Apr Average,Andhra Pradesh, AP
18.1885,1951, May Average,Andhra Pradesh, AP
21.1288,1951, Jun Average,Andhra Pradesh, AP
24.584,1951, Jul Average,Andhra Pradesh, AP
23.4424,1951, Aug Average,Andhra Pradesh, AP
19.9296,1951, Sep Average,Andhra Pradesh, AP
15.3455,1951, Oct Average,Andhra Pradesh, AP
7.23615,1951, Nov Average,Andhra Pradesh, AP
4.43303,1951, Dec Average,Andhra Pradesh, AP
0.86158,1952, Jan Average,Andhra Pradesh, AP
4.60977,1952, Feb Average,Andhra Pradesh, AP
7.31331,1952, Mar Average,Andhra Pradesh, AP
14.0326,1952, Apr Average,Andhra Pradesh, AP
17.8433,1952, May Average,Andhra Pradesh, AP
23.1839,1952, Jun Average,Andhra Pradesh, AP
25.0373,1952, Jul Average,Andhra Pradesh, AP
23.4165,1952, Aug Average,Andhra Pradesh, AP
18.3596,1952, Sep Average,Andhra Pradesh, AP
12.3721,1952, Oct Average,Andhra Pradesh, AP
5.03977,1952, Nov Average,Andhra Pradesh, AP
1.59314,1952, Dec Average,Andhra Pradesh, AP
1.50973,1953, Jan Average,Andhra Pradesh, AP
5.72058,1953, Feb Average,Andhra Pradesh, AP
8.10131,1953, Mar Average,Andhra Pradesh, AP
13.1068,1953, Apr Average,Andhra Pradesh, AP
18.4175,1953, May Average,Andhra Pradesh, AP
22.9572,1953, Jun Average,Andhra Pradesh, AP
25.7561,1953, Jul Average,Andhra Pradesh, AP
23.5825,1953, Aug Average,Andhra Pradesh, AP
19.0036,1953, Sep Average,Andhra Pradesh, AP
11.7262,1953, Oct Average,Andhra Pradesh, AP
6.31991,1953, Nov Average,Andhra Pradesh, AP
3.06346,1953, Dec Average,Andhra Pradesh, AP
0.42489,1954, Jan Average,Andhra Pradesh, AP
1.52272,1954, Feb Average,Andhra Pradesh, AP
6.27375,1954, Mar Average,Andhra Pradesh, AP
13.1461,1954, Apr Average,Andhra Pradesh, AP
18.6342,1954, May Average,Andhra Pradesh, AP
22.1899,1954, Jun Average,Andhra Pradesh, AP
24.5508,1954, Jul Average,Andhra Pradesh, AP
23.4269,1954, Aug Average,Andhra Pradesh, AP
18.9816,1954, Sep Average,Andhra Pradesh, AP
12.2325,1954, Oct Average,Andhra Pradesh, AP
6.1569,1954, Nov Average,Andhra Pradesh, AP
1.49886,1954, Dec Average,Andhra Pradesh, AP
0.91587,1955, Jan Average,Andhra Pradesh, AP
4.93537,1955, Feb Average,Andhra Pradesh, AP
8.69604,1955, Mar Average,Andhra Pradesh, AP
11.9379,1955, Apr Average,Andhra Pradesh, AP
16.4976,1955, May Average,Andhra Pradesh, AP
22.3723,1955, Jun Average,Andhra Pradesh, AP
25.3368,1955, Jul Average,Andhra Pradesh, AP
24.6083,1955, Aug Average,Andhra Pradesh, AP
19.5875,1955, Sep Average,Andhra Pradesh, AP
12.0782,1955, Oct Average,Andhra Pradesh, AP
8.12952,1955, Nov Average,Andhra Pradesh, AP
4.20679,1955, Dec Average,Andhra Pradesh, AP
0.03439,1956, Jan Average,Andhra Pradesh, AP
2.94631,1956, Feb Average,Andhra Pradesh, AP
6.85336,1956, Mar Average,Andhra Pradesh, AP
13.427,1956, Apr Average,Andhra Pradesh, AP
19.8369,1956, May Average,Andhra Pradesh, AP
21.9381,1956, Jun Average,Andhra Pradesh, AP
25.167,1956, Jul Average,Andhra Pradesh, AP
23.014,1956, Aug Average,Andhra Pradesh, AP
19.2898,1956, Sep Average,Andhra Pradesh, AP
12.2006,1956, Oct Average,Andhra Pradesh, AP
7.26875,1956, Nov Average,Andhra Pradesh, AP
1.45349,1956, Dec Average,Andhra Pradesh, AP
-2.0526,1957, Jan Average,Andhra Pradesh, AP
0.29742,1957, Feb Average,Andhra Pradesh, AP
7.3432,1957, Mar Average,Andhra Pradesh, AP
10.5389,1957, Apr Average,Andhra Pradesh, AP
16.4363,1957, May Average,Andhra Pradesh, AP
21.6587,1957, Jun Average,Andhra Pradesh, AP
24.1053,1957, Jul Average,Andhra Pradesh, AP
22.9702,1957, Aug Average,Andhra Pradesh, AP
17.8959,1957, Sep Average,Andhra Pradesh, AP
12.0346,1957, Oct Average,Andhra Pradesh, AP
5.82897,1957, Nov Average,Andhra Pradesh, AP
2.60023,1957, Dec Average,Andhra Pradesh, AP
3.05448,1958, Jan Average,Andhra Pradesh, AP
3.49518,1958, Feb Average,Andhra Pradesh, AP
9.46437,1958, Mar Average,Andhra Pradesh, AP
14.7135,1958, Apr Average,Andhra Pradesh, AP
16.7515,1958, May Average,Andhra Pradesh, AP
23.1458,1958, Jun Average,Andhra Pradesh, AP
25.629,1958, Jul Average,Andhra Pradesh, AP
23.4849,1958, Aug Average,Andhra Pradesh, AP
19.313,1958, Sep Average,Andhra Pradesh, AP
12.9238,1958, Oct Average,Andhra Pradesh, AP
4.38991,1958, Nov Average,Andhra Pradesh, AP
3.96764,1958, Dec Average,Andhra Pradesh, AP
0.11793,1959, Jan Average,Andhra Pradesh, AP
0.48854,1959, Feb Average,Andhra Pradesh, AP
7.41601,1959, Mar Average,Andhra Pradesh, AP
14.1225,1959, Apr Average,Andhra Pradesh, AP
17.5666,1959, May Average,Andhra Pradesh, AP
23.0619,1959, Jun Average,Andhra Pradesh, AP
24.2565,1959, Jul Average,Andhra Pradesh, AP
25.02,1959, Aug Average,Andhra Pradesh, AP
21.1999,1959, Sep Average,Andhra Pradesh, AP
14.2654,1959, Oct Average,Andhra Pradesh, AP
5.39484,1959, Nov Average,Andhra Pradesh, AP
0.02274,1959, Dec Average,Andhra Pradesh, AP
1.77321,1960, Jan Average,Andhra Pradesh, AP
5.73581,1960, Feb Average,Andhra Pradesh, AP
4.52724,1960, Mar Average,Andhra Pradesh, AP
10.9987,1960, Apr Average,Andhra Pradesh, AP
16.7012,1960, May Average,Andhra Pradesh, AP
23.4273,1960, Jun Average,Andhra Pradesh, AP
24.8712,1960, Jul Average,Andhra Pradesh, AP
24.1827,1960, Aug Average,Andhra Pradesh, AP
19.105,1960, Sep Average,Andhra Pradesh, AP
13.118,1960, Oct Average,Andhra Pradesh, AP
5.94564,1960, Nov Average,Andhra Pradesh, AP
1.12189,1960, Dec Average,Andhra Pradesh, AP
1.39097,1961, Jan Average,Andhra Pradesh, AP
0.90369,1961, Feb Average,Andhra Pradesh, AP
8.00043,1961, Mar Average,Andhra Pradesh, AP
12.3588,1961, Apr Average,Andhra Pradesh, AP
19.2618,1961, May Average,Andhra Pradesh, AP
22.7845,1961, Jun Average,Andhra Pradesh, AP
25.5794,1961, Jul Average,Andhra Pradesh, AP
23.7778,1961, Aug Average,Andhra Pradesh, AP
20.5201,1961, Sep Average,Andhra Pradesh, AP
11.7826,1961, Oct Average,Andhra Pradesh, AP
6.17419,1961, Nov Average,Andhra Pradesh, AP
3.08765,1961, Dec Average,Andhra Pradesh, AP
0.2178,1962, Jan Average,Andhra Pradesh, AP
4.86073,1962, Feb Average,Andhra Pradesh, AP
9.21193,1962, Mar Average,Andhra Pradesh, AP
13.1595,1962, Apr Average,Andhra Pradesh, AP
17.8021,1962, May Average,Andhra Pradesh, AP
22.026,1962, Jun Average,Andhra Pradesh, AP
25.1854,1962, Jul Average,Andhra Pradesh, AP
23.305,1962, Aug Average,Andhra Pradesh, AP
17.3479,1962, Sep Average,Andhra Pradesh, AP
12.0959,1962, Oct Average,Andhra Pradesh, AP
4.31819,1962, Nov Average,Andhra Pradesh, AP
1.7511,1962, Dec Average,Andhra Pradesh, AP
2.56103,1963, Jan Average,Andhra Pradesh, AP
6.13385,1963, Feb Average,Andhra Pradesh, AP
7.92977,1963, Mar Average,Andhra Pradesh, AP
13.9198,1963, Apr Average,Andhra Pradesh, AP
17.1359,1963, May Average,Andhra Pradesh, AP
23.9893,1963, Jun Average,Andhra Pradesh, AP
25.2344,1963, Jul Average,Andhra Pradesh, AP
23.5669,1963, Aug Average,Andhra Pradesh, AP
19.0576,1963, Sep Average,Andhra Pradesh, AP
14.6614,1963, Oct Average,Andhra Pradesh, AP
7.13441,1963, Nov Average,Andhra Pradesh, AP
1.89387,1963, Dec Average,Andhra Pradesh, AP
-4.1752,1964, Jan Average,Andhra Pradesh, AP
2.35688,1964, Feb Average,Andhra Pradesh, AP
9.31992,1964, Mar Average,Andhra Pradesh, AP
12.6143,1964, Apr Average,Andhra Pradesh, AP
17.8062,1964, May Average,Andhra Pradesh, AP
22.3411,1964, Jun Average,Andhra Pradesh, AP
24.9046,1964, Jul Average,Andhra Pradesh, AP
24.2136,1964, Aug Average,Andhra Pradesh, AP
18.7699,1964, Sep Average,Andhra Pradesh, AP
10.272,1964, Oct Average,Andhra Pradesh, AP
5.96833,1964, Nov Average,Andhra Pradesh, AP
-1.2292,1964, Dec Average,Andhra Pradesh, AP
1.63985,1965, Jan Average,Andhra Pradesh, AP
2.47048,1965, Feb Average,Andhra Pradesh, AP
7.0145,1965, Mar Average,Andhra Pradesh, AP
11.3304,1965, Apr Average,Andhra Pradesh, AP
17.6977,1965, May Average,Andhra Pradesh, AP
22.2347,1965, Jun Average,Andhra Pradesh, AP
25.015,1965, Jul Average,Andhra Pradesh, AP
22.7714,1965, Aug Average,Andhra Pradesh, AP
18.253,1965, Sep Average,Andhra Pradesh, AP
15.0494,1965, Oct Average,Andhra Pradesh, AP
8.53311,1965, Nov Average,Andhra Pradesh, AP
1.75895,1965, Dec Average,Andhra Pradesh, AP
3.86838,1966, Jan Average,Andhra Pradesh, AP
6.16489,1966, Feb Average,Andhra Pradesh, AP
7.70107,1966, Mar Average,Andhra Pradesh, AP
12.1127,1966, Apr Average,Andhra Pradesh, AP
17.6204,1966, May Average,Andhra Pradesh, AP
24.0696,1966, Jun Average,Andhra Pradesh, AP
24.5635,1966, Jul Average,Andhra Pradesh, AP
23.668,1966, Aug Average,Andhra Pradesh, AP
18.628,1966, Sep Average,Andhra Pradesh, AP
12.5213,1966, Oct Average,Andhra Pradesh, AP
4.45945,1966, Nov Average,Andhra Pradesh, AP
2.01452,1966, Dec Average,Andhra Pradesh, AP
-0.9853,1967, Jan Average,Andhra Pradesh, AP
2.94731,1967, Feb Average,Andhra Pradesh, AP
7.11538,1967, Mar Average,Andhra Pradesh, AP
11.9819,1967, Apr Average,Andhra Pradesh, AP
16.5862,1967, May Average,Andhra Pradesh, AP
22.0694,1967, Jun Average,Andhra Pradesh, AP
25.2267,1967, Jul Average,Andhra Pradesh, AP
23.3582,1967, Aug Average,Andhra Pradesh, AP
19.326,1967, Sep Average,Andhra Pradesh, AP
12.5635,1967, Oct Average,Andhra Pradesh, AP
7.83195,1967, Nov Average,Andhra Pradesh, AP
2.27867,1967, Dec Average,Andhra Pradesh, AP
0.55694,1968, Jan Average,Andhra Pradesh, AP
0.78499,1968, Feb Average,Andhra Pradesh, AP
8.14769,1968, Mar Average,Andhra Pradesh, AP
12.513,1968, Apr Average,Andhra Pradesh, AP
16.1739,1968, May Average,Andhra Pradesh, AP
22.8904,1968, Jun Average,Andhra Pradesh, AP
24.5566,1968, Jul Average,Andhra Pradesh, AP
23.2978,1968, Aug Average,Andhra Pradesh, AP
18.8128,1968, Sep Average,Andhra Pradesh, AP
12.7116,1968, Oct Average,Andhra Pradesh, AP
7.25261,1968, Nov Average,Andhra Pradesh, AP
2.68499,1968, Dec Average,Andhra Pradesh, AP
-2.1458,1969, Jan Average,Andhra Pradesh, AP
-0.7672,1969, Feb Average,Andhra Pradesh, AP
9.85155,1969, Mar Average,Andhra Pradesh, AP
12.5468,1969, Apr Average,Andhra Pradesh, AP
16.9918,1969, May Average,Andhra Pradesh, AP
22.7441,1969, Jun Average,Andhra Pradesh, AP
25.014,1969, Jul Average,Andhra Pradesh, AP
23.0249,1969, Aug Average,Andhra Pradesh, AP
18.1749,1969, Sep Average,Andhra Pradesh, AP
13.9014,1969, Oct Average,Andhra Pradesh, AP
5.86665,1969, Nov Average,Andhra Pradesh, AP
4.68552,1969, Dec Average,Andhra Pradesh, AP
0.58862,1970, Jan Average,Andhra Pradesh, AP
4.26148,1970, Feb Average,Andhra Pradesh, AP
6.72276,1970, Mar Average,Andhra Pradesh, AP
14.7613,1970, Apr Average,Andhra Pradesh, AP
19.6323,1970, May Average,Andhra Pradesh, AP
23.2675,1970, Jun Average,Andhra Pradesh, AP
24.5474,1970, Jul Average,Andhra Pradesh, AP
25.4214,1970, Aug Average,Andhra Pradesh, AP
18.986,1970, Sep Average,Andhra Pradesh, AP
13.6955,1970, Oct Average,Andhra Pradesh, AP
7.59327,1970, Nov Average,Andhra Pradesh, AP
2.08776,1970, Dec Average,Andhra Pradesh, AP
-1.0926,1971, Jan Average,Andhra Pradesh, AP
3.10182,1971, Feb Average,Andhra Pradesh, AP
8.94683,1971, Mar Average,Andhra Pradesh, AP
14.4163,1971, Apr Average,Andhra Pradesh, AP
19.986,1971, May Average,Andhra Pradesh, AP
24.0572,1971, Jun Average,Andhra Pradesh, AP
24.8358,1971, Jul Average,Andhra Pradesh, AP
23.6402,1971, Aug Average,Andhra Pradesh, AP
17.9819,1971, Sep Average,Andhra Pradesh, AP
12.7256,1971, Oct Average,Andhra Pradesh, AP
8.42131,1971, Nov Average,Andhra Pradesh, AP
4.5121,1971, Dec Average,Andhra Pradesh, AP
-1.7772,1972, Jan Average,Andhra Pradesh, AP
-3.7988,1972, Feb Average,Andhra Pradesh, AP
5.87105,1972, Mar Average,Andhra Pradesh, AP
12.6515,1972, Apr Average,Andhra Pradesh, AP
16.7256,1972, May Average,Andhra Pradesh, AP
22.4547,1972, Jun Average,Andhra Pradesh, AP
23.4639,1972, Jul Average,Andhra Pradesh, AP
21.305,1972, Aug Average,Andhra Pradesh, AP
18.1977,1972, Sep Average,Andhra Pradesh, AP
12.7459,1972, Oct Average,Andhra Pradesh, AP
8.04042,1972, Nov Average,Andhra Pradesh, AP
0.46644,1972, Dec Average,Andhra Pradesh, AP
-2.6935,1973, Jan Average,Andhra Pradesh, AP
3.23735,1973, Feb Average,Andhra Pradesh, AP
7.24478,1973, Mar Average,Andhra Pradesh, AP
14.1067,1973, Apr Average,Andhra Pradesh, AP
18.5926,1973, May Average,Andhra Pradesh, AP
24.7274,1973, Jun Average,Andhra Pradesh, AP
25.2408,1973, Jul Average,Andhra Pradesh, AP
24.0635,1973, Aug Average,Andhra Pradesh, AP
18.7762,1973, Sep Average,Andhra Pradesh, AP
13.0112,1973, Oct Average,Andhra Pradesh, AP
7.40116,1973, Nov Average,Andhra Pradesh, AP
1.7021,1973, Dec Average,Andhra Pradesh, AP
-1.3287,1974, Jan Average,Andhra Pradesh, AP
-1.3732,1974, Feb Average,Andhra Pradesh, AP
8.61675,1974, Mar Average,Andhra Pradesh, AP
14.0311,1974, Apr Average,Andhra Pradesh, AP
18.0908,1974, May Average,Andhra Pradesh, AP
22.5157,1974, Jun Average,Andhra Pradesh, AP
25.1709,1974, Jul Average,Andhra Pradesh, AP
22.6384,1974, Aug Average,Andhra Pradesh, AP
18.692,1974, Sep Average,Andhra Pradesh, AP
10.9155,1974, Oct Average,Andhra Pradesh, AP
6.66057,1974, Nov Average,Andhra Pradesh, AP
0.8123,1974, Dec Average,Andhra Pradesh, AP
-0.7634,1975, Jan Average,Andhra Pradesh, AP
1.00747,1975, Feb Average,Andhra Pradesh, AP
6.66347,1975, Mar Average,Andhra Pradesh, AP
12.4581,1975, Apr Average,Andhra Pradesh, AP
17.9485,1975, May Average,Andhra Pradesh, AP
22.9502,1975, Jun Average,Andhra Pradesh, AP
25.0396,1975, Jul Average,Andhra Pradesh, AP
23.9779,1975, Aug Average,Andhra Pradesh, AP
19.2404,1975, Sep Average,Andhra Pradesh, AP
12.3508,1975, Oct Average,Andhra Pradesh, AP
4.82645,1975, Nov Average,Andhra Pradesh, AP
1.86365,1975, Dec Average,Andhra Pradesh, AP
2.26892,1976, Jan Average,Andhra Pradesh, AP
1.0017,1976, Feb Average,Andhra Pradesh, AP
4.86561,1976, Mar Average,Andhra Pradesh, AP
12.4399,1976, Apr Average,Andhra Pradesh, AP
18.4929,1976, May Average,Andhra Pradesh, AP
22.4975,1976, Jun Average,Andhra Pradesh, AP
25.7331,1976, Jul Average,Andhra Pradesh, AP
23.7818,1976, Aug Average,Andhra Pradesh, AP
19.525,1976, Sep Average,Andhra Pradesh, AP
13.5011,1976, Oct Average,Andhra Pradesh, AP
4.68167,1976, Nov Average,Andhra Pradesh, AP
1.37466,1976, Dec Average,Andhra Pradesh, AP
-3.512,1977, Jan Average,Andhra Pradesh, AP
2.16546,1977, Feb Average,Andhra Pradesh, AP
11.1887,1977, Mar Average,Andhra Pradesh, AP
14.6042,1977, Apr Average,Andhra Pradesh, AP
18.4547,1977, May Average,Andhra Pradesh, AP
24.4965,1977, Jun Average,Andhra Pradesh, AP
25.7564,1977, Jul Average,Andhra Pradesh, AP
23.7603,1977, Aug Average,Andhra Pradesh, AP
18.8447,1977, Sep Average,Andhra Pradesh, AP
14.0677,1977, Oct Average,Andhra Pradesh, AP
8.60416,1977, Nov Average,Andhra Pradesh, AP
3.53161,1977, Dec Average,Andhra Pradesh, AP
-0.4713,1978, Jan Average,Andhra Pradesh, AP
1.9583,1978, Feb Average,Andhra Pradesh, AP
6.14395,1978, Mar Average,Andhra Pradesh, AP
14.5581,1978, Apr Average,Andhra Pradesh, AP
19.13,1978, May Average,Andhra Pradesh, AP
23.6383,1978, Jun Average,Andhra Pradesh, AP
24.9074,1978, Jul Average,Andhra Pradesh, AP
23.5318,1978, Aug Average,Andhra Pradesh, AP
19.6839,1978, Sep Average,Andhra Pradesh, AP
13.7808,1978, Oct Average,Andhra Pradesh, AP
5.65374,1978, Nov Average,Andhra Pradesh, AP
4.6158,1978, Dec Average,Andhra Pradesh, AP
1.01424,1979, Jan Average,Andhra Pradesh, AP
3.2522,1979, Feb Average,Andhra Pradesh, AP
6.1882,1979, Mar Average,Andhra Pradesh, AP
14.8598,1979, Apr Average,Andhra Pradesh, AP
15.4335,1979, May Average,Andhra Pradesh, AP
22.8531,1979, Jun Average,Andhra Pradesh, AP
25.6814,1979, Jul Average,Andhra Pradesh, AP
22.7876,1979, Aug Average,Andhra Pradesh, AP
19.149,1979, Sep Average,Andhra Pradesh, AP
14.8913,1979, Oct Average,Andhra Pradesh, AP
5.8675,1979, Nov Average,Andhra Pradesh, AP
3.5176,1979, Dec Average,Andhra Pradesh, AP
-0.5934,1980, Jan Average,Andhra Pradesh, AP
1.28186,1980, Feb Average,Andhra Pradesh, AP
6.5888,1980, Mar Average,Andhra Pradesh, AP
15.7408,1980, Apr Average,Andhra Pradesh, AP
19.3147,1980, May Average,Andhra Pradesh, AP
23.1357,1980, Jun Average,Andhra Pradesh, AP
25.3971,1980, Jul Average,Andhra Pradesh, AP
23.8046,1980, Aug Average,Andhra Pradesh, AP
18.972,1980, Sep Average,Andhra Pradesh, AP
13.687,1980, Oct Average,Andhra Pradesh, AP
8.57533,1980, Nov Average,Andhra Pradesh, AP
3.80429,1980, Dec Average,Andhra Pradesh, AP
1.66998,1981, Jan Average,Andhra Pradesh, AP
3.48834,1981, Feb Average,Andhra Pradesh, AP
8.82033,1981, Mar Average,Andhra Pradesh, AP
14.1983,1981, Apr Average,Andhra Pradesh, AP
18.926,1981, May Average,Andhra Pradesh, AP
22.2723,1981, Jun Average,Andhra Pradesh, AP
25.2357,1981, Jul Average,Andhra Pradesh, AP
23.4365,1981, Aug Average,Andhra Pradesh, AP
18.8953,1981, Sep Average,Andhra Pradesh, AP
11.974,1981, Oct Average,Andhra Pradesh, AP
7.29184,1981, Nov Average,Andhra Pradesh, AP
3.95322,1981, Dec Average,Andhra Pradesh, AP
0.53916,1982, Jan Average,Andhra Pradesh, AP
0.33346,1982, Feb Average,Andhra Pradesh, AP
5.67558,1982, Mar Average,Andhra Pradesh, AP
13.7276,1982, Apr Average,Andhra Pradesh, AP
18.1604,1982, May Average,Andhra Pradesh, AP
22.8374,1982, Jun Average,Andhra Pradesh, AP
24.6942,1982, Jul Average,Andhra Pradesh, AP
23.5971,1982, Aug Average,Andhra Pradesh, AP
17.9911,1982, Sep Average,Andhra Pradesh, AP
13.4788,1982, Oct Average,Andhra Pradesh, AP
5.42487,1982, Nov Average,Andhra Pradesh, AP
0.97413,1982, Dec Average,Andhra Pradesh, AP
0.62101,1983, Jan Average,Andhra Pradesh, AP
3.02287,1983, Feb Average,Andhra Pradesh, AP
5.32598,1983, Mar Average,Andhra Pradesh, AP
11.912,1983, Apr Average,Andhra Pradesh, AP
18.8965,1983, May Average,Andhra Pradesh, AP
23.3651,1983, Jun Average,Andhra Pradesh, AP
26.0589,1983, Jul Average,Andhra Pradesh, AP
25.476,1983, Aug Average,Andhra Pradesh, AP
20.3507,1983, Sep Average,Andhra Pradesh, AP
12.9176,1983, Oct Average,Andhra Pradesh, AP
8.45746,1983, Nov Average,Andhra Pradesh, AP
2.11822,1983, Dec Average,Andhra Pradesh, AP
-0.0446,1984, Jan Average,Andhra Pradesh, AP
-1.7579,1984, Feb Average,Andhra Pradesh, AP
9.08908,1984, Mar Average,Andhra Pradesh, AP
14.0198,1984, Apr Average,Andhra Pradesh, AP
19.0472,1984, May Average,Andhra Pradesh, AP
23.9957,1984, Jun Average,Andhra Pradesh, AP
